City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,newman,37.3138,-121.0208,17.24,66,35,1.79,US,1726546026
286,chernogorsk,53.8236,91.2842,5.76,75,0,2.0,RU,1726546027
287,kavaratti,10.5669,72.642,27.66,79,63,5.87,IN,1726546028
288,dudinka,69.4058,86.1778,4.88,78,8,4.81,RU,1726546029
289,holma,9.9008,13.0567,20.78,94,83,0.85,NG,1726546030
290,guane,22.2025,-84.0875,26.49,86,78,1.73,CU,1726546031
291,harper,4.375,-7.7169,24.56,85,100,2.17,LR,1726546032
292,pato branco,-26.2286,-52.6706,10.73,95,0,1.97,BR,1726546033
293,kawm umbu,24.4767,32.9463,29.38,33,0,3.34,EG,1726546034
294,saint-philippe,-21.3585,55.7679,21.14,74,67,4.99,RE,1726546035
295,ghanzi,-21.5667,21.7833,18.75,28,50,2.64,BW,1726546036
296,happy valley-goose bay,53.3168,-60.3315,12.99,94,17,2.63,CA,1726546037
297,kone,-21.0595,164.8658,23.3,42,41,5.97,NC,1726546038
298,vilyuysk,63.7553,121.6247,7.7,50,99,6.37,RU,1726546041
299,karimpur,23.9667,88.6167,29.62,75,98,3.98,IN,1726546042
300,afaahiti,-17.75,-149.2833,24.11,87,82,4.83,PF,1726546043
301,syktyvkar,61.6764,50.8099,12.85,94,0,3.0,RU,1726546044
302,itamaraca,-7.7478,-34.8256,22.87,87,23,3.78,BR,1726546045
303,suva,-18.1416,178.4415,22.71,100,75,3.6,FJ,1726546047
304,jiuquan,39.7432,98.5174,23.74,45,13,4.59,CN,1726546048
305,makoua,0.0069,15.6333,21.12,96,94,1.15,CG,1726546049
306,yeppoon,-23.1333,150.7333,21.26,60,100,6.22,AU,1726546050
307,rawson,-43.3002,-65.1023,13.0,45,85,10.23,AR,1726546051
308,casper,42.8666,-106.3131,20.96,33,0,1.79,US,1726546025
309,la passe,45.5549,-0.8967,13.26,78,3,4.13,FR,1726546054
310,murzuq,25.9155,13.9184,29.68,28,0,5.77,LY,1726546055
311,coracora,-15.0333,-73.7833,10.29,43,1,1.34,PE,1726546056
312,codrington,-38.2667,141.9667,13.6,60,100,8.13,AU,1726546057
313,nago,26.5881,127.9761,29.25,77,6,7.47,JP,1726546058
314,altai,46.3722,96.2583,14.26,22,0,8.35,MN,1726546060
315,west vancouver,49.3323,-123.1622,15.85,84,72,0.45,CA,1726546061
316,acajutla,13.5928,-89.8275,27.73,82,92,2.02,SV,1726546062
317,rio de janeiro,-22.9028,-43.2075,21.98,73,100,4.12,BR,1726545831
318,brumado,-14.2036,-41.6653,20.88,66,0,2.41,BR,1726546064
319,collinsville,38.6703,-89.9846,20.9,86,0,1.34,US,1726546065
320,belek,36.8628,31.0556,22.28,68,2,2.39,TR,1726546066
321,polyarnyy,69.1989,33.4478,9.06,84,99,4.62,RU,1726546068
322,eforie sud,44.0229,28.6494,15.65,62,9,5.55,RO,1726546069
323,itaituba,-4.2761,-55.9836,27.08,39,62,0.62,BR,1726546070
324,iskateley,67.6803,53.1512,13.09,86,73,3.74,RU,1726546071
325,cabo san lucas,22.8909,-109.9124,24.31,77,6,5.36,MX,1726546072
326,yeniseysk,58.4497,92.1703,6.62,61,100,2.16,RU,1726546073
327,alofi,-19.0595,-169.9187,26.94,78,40,4.12,NU,1726546074
328,northam,51.0333,-4.2167,11.84,82,25,3.08,GB,1726546075
329,ancud,-41.8697,-73.8203,6.57,82,61,1.33,CL,1726546076
330,karamay,45.6004,84.8661,19.07,35,35,4.06,CN,1726546077
331,rongelap,11.1635,166.8941,28.65,72,6,3.03,MH,1726546078
332,birjand,32.8663,59.2211,23.57,29,0,0.8,IR,1726546079
333,beyneu,45.3167,55.2,17.61,25,66,8.33,KZ,1726546080
334,lakatoro,-16.0999,167.4164,24.53,73,94,6.39,VU,1726546081
335,hammerfest,70.6634,23.6821,10.25,87,75,1.03,NO,1726546083
336,kurayoshi,35.4333,133.8167,30.77,68,72,1.75,JP,1726546084
337,bliss corner,41.6118,-70.9384,16.84,93,88,0.45,US,1726546085
338,hadibu,12.65,54.0333,25.96,81,38,6.43,YE,1726546086
339,esperanza,19.5847,-70.9849,26.83,87,66,2.24,DO,1726546087
340,paraiso,9.8383,-83.8656,19.12,94,100,1.12,CR,1726546088
341,hood river,45.7054,-121.5215,20.21,69,0,2.68,US,1726546089
342,kasempa,-13.4584,25.8338,18.98,31,0,3.09,ZM,1726546090
343,mildura,-34.2,142.15,19.48,35,0,4.75,AU,1726546091
344,revelstoke,50.9832,-118.2023,12.62,76,15,0.5,CA,1726546092
345,azemmour,33.2895,-8.3425,19.52,91,1,2.91,MA,1726546093
346,zambezi,-13.5432,23.1047,17.62,24,0,2.58,ZM,1726546094
347,hinton,53.4001,-117.5857,9.85,73,100,0.84,CA,1726546095
348,maqat,47.65,53.3167,16.79,25,8,8.98,KZ,1726546096
349,abeche,13.8292,20.8324,24.89,64,100,2.48,TD,1726546098
350,port macquarie,-31.4333,152.9167,19.48,57,10,1.79,AU,1726545836
351,sambava,-14.2667,50.1667,20.95,71,18,3.71,MG,1726546100
352,kongoussi,13.3258,-1.5347,25.45,80,90,2.71,BF,1726546101
353,severo-yeniseyskiy,60.3725,93.0408,4.83,75,100,4.16,RU,1726546102
354,high rock,26.6208,-78.2833,29.49,71,100,1.03,BS,1726546103
355,lazaro cardenas,17.9583,-102.2,27.8,83,100,2.06,MX,1726546104
356,quang ngai,15.1167,108.8,31.49,61,100,3.41,VN,1726546105
357,gadzhiyevo,69.2551,33.3362,9.27,84,99,5.11,RU,1726546106
358,farasan,16.7022,42.1183,30.65,79,95,4.23,SA,1726546107
359,talara,-4.5772,-81.2719,17.93,83,38,6.99,PE,1726546108
360,mineros,-17.1167,-63.2333,19.53,50,2,2.25,BO,1726546109
361,revda,56.801,59.9303,10.42,58,0,1.38,RU,1726546110
362,leua,48.2156,18.6071,10.06,93,42,0.54,SK,1726546111
363,saldanha,-33.0117,17.9442,11.61,85,10,4.85,ZA,1726546113
364,bonthe,7.5264,-12.505,24.45,88,23,0.55,SL,1726546114
365,crane,31.3974,-102.3501,27.19,45,64,7.43,US,1726546115
366,kumta,14.4167,74.4,27.51,74,52,2.74,IN,1726546116
367,poronaysk,49.2167,143.1167,20.33,45,40,4.61,RU,1726546117
368,mayenne,48.3333,-0.6667,9.8,93,45,5.63,FR,1726546118
369,gulbene,57.1777,26.7529,12.18,71,8,1.36,LV,1726546119
370,nemuro,43.3236,145.575,17.47,93,90,5.79,JP,1726546120
371,sur,22.5667,59.5289,31.29,52,0,2.48,OM,1726546121
372,tindouf,27.6711,-8.1474,25.83,30,83,5.16,DZ,1726546122
373,bryansk,53.2875,34.3806,13.02,63,5,2.31,RU,1726546123
374,kudahuvadhoo,2.6708,72.8944,29.12,72,12,4.89,MV,1726546124
375,bima,-8.4667,118.7167,35.16,33,49,2.99,ID,1726546125
376,awjilah,29.1081,21.2869,25.96,43,0,3.72,LY,1726546126
377,puerto deseado,-47.7503,-65.8938,10.35,50,92,11.89,AR,1726546127
378,malabar,-33.9667,151.25,22.7,42,0,5.66,AU,1726546129
379,oulainen,64.2667,24.8,9.99,94,100,1.87,FI,1726546130
380,shouguang,36.88,118.7375,29.83,64,15,3.24,CN,1726546131
381,ito,34.9667,139.0833,29.82,80,37,1.28,JP,1726546132
382,new river,33.9159,-112.136,29.38,25,2,5.83,US,1726546133
383,udangudi,8.4333,78.0167,30.78,53,42,1.36,IN,1726546134
384,bel ombre,-4.6167,55.4167,26.63,83,5,9.48,SC,1726546135
385,dhidhdhoo,6.8833,73.1,28.31,78,21,6.64,MV,1726546136
386,ada,43.4166,-116.1262,14.39,83,100,7.72,US,1726546138
387,zarechnyy,53.2036,45.1923,14.16,65,0,2.07,RU,1726546139
388,roma,43.2128,-75.4557,16.87,93,0,0.0,US,1726546140
389,villa ojo de agua,-29.5,-63.6938,14.25,31,68,5.67,AR,1726546141
390,fethiye,36.6217,29.1164,20.07,62,0,1.19,TR,1726546142
391,christchurch,-43.5333,172.6333,9.67,52,75,19.22,NZ,1726546001
392,vredendal,-31.6683,18.5012,10.08,88,0,1.43,ZA,1726546145
393,karratha,-20.7377,116.8463,30.29,23,0,8.86,AU,1726546146
394,bardejov,49.2918,21.2727,12.38,95,79,2.23,SK,1726546147
395,namibe,-15.1961,12.1522,17.32,90,49,1.43,AO,1726546148
396,san ignacio rio muerto,27.4167,-110.2333,28.26,73,4,3.05,MX,1726546149
397,hithadhoo,-0.6,73.0833,28.74,74,83,3.76,MV,1726546151
398,merizo village,13.2658,144.6691,29.31,88,100,5.05,GU,1726546152
399,bafq,31.6128,55.4107,25.54,27,5,0.67,IR,1726546153
400,mozarlandia,-14.7447,-50.5706,28.32,30,12,2.87,BR,1726546154
401,palmer,42.1584,-72.3287,15.13,86,0,0.0,US,1726546155
402,kota kinabalu,5.9749,116.0724,25.99,94,40,1.03,MY,1726545929
403,kish,26.5578,54.0194,31.63,62,0,4.04,IR,1726546158
404,sao geraldo do araguaia,-6.4006,-48.555,30.36,31,66,1.35,BR,1726546159
405,luwuk,-0.9516,122.7875,28.58,62,51,3.8,ID,1726546160
406,calhoun,42.2506,-85.0005,17.03,82,0,0.0,US,1726546161
407,beni,0.5,29.4667,15.37,99,45,0.38,CD,1726546162
408,nefteyugansk,61.0998,72.6035,10.5,59,82,5.84,RU,1726546163
409,dauphin,51.1494,-100.0502,16.28,79,79,1.58,CA,1726546164
410,aripuana,-9.1667,-60.6333,25.66,42,5,0.84,BR,1726546165
411,tobruk,32.0836,23.9764,23.67,59,0,1.95,LY,1726546166
412,san andres,12.5847,-81.7006,30.01,84,40,4.12,CO,1726546167
413,djamaa,33.5339,5.9931,26.41,44,97,1.5,DZ,1726546168
414,middlebury (village),44.0153,-73.1673,18.91,86,0,0.0,US,1726546169
415,sabha,27.0377,14.4283,29.81,27,1,6.42,LY,1726546170
416,yasnyy,51.0333,59.8742,8.73,49,0,9.1,RU,1726546171
417,sharm el-sheikh,27.8518,34.305,28.71,60,0,0.61,EG,1726546173
418,beloyarskiy,63.7119,66.6722,15.42,83,99,2.21,RU,1726546174
419,andergrove,-21.0833,149.1833,22.55,53,100,8.64,AU,1726546175
420,san patricio,28.017,-97.5169,24.97,77,0,3.65,US,1726546176
421,kavieng,-2.5744,150.7967,29.89,70,35,5.54,PG,1726546177
422,arkhangel'sk,64.5401,40.5433,7.06,100,0,2.0,RU,1726546178
423,harstad,68.799,16.5293,10.64,91,90,5.81,NO,1726546179
424,hirara,24.8,125.2833,28.89,79,4,9.71,JP,1726546180
425,ha tien,10.3833,104.4833,26.33,86,100,9.07,VN,1726546181
426,mezhdurechenskiy,59.6,65.9333,10.95,57,0,3.2,RU,1726546182
427,mount pearl,47.5166,-52.7813,17.75,88,75,11.83,CA,1726546183
428,al badari,26.9926,31.4155,27.81,41,0,2.86,EG,1726546185
429,natal,-5.795,-35.2094,22.36,88,40,1.54,BR,1726546187
430,tazovsky,67.4667,78.7,5.69,89,92,2.94,RU,1726546188
431,el granada,37.5027,-122.4694,14.64,85,40,2.57,US,1726546189
432,khash,28.2211,61.2158,25.3,31,0,0.61,IR,1726546190
433,mejit,10.2753,170.8646,27.86,79,15,3.83,MH,1726546191
434,manismata,-2.4667,111.0333,33.45,45,100,2.01,ID,1726546192
435,bergneustadt,51.0333,7.65,11.99,86,4,2.88,DE,1726546193
436,gargalianoi,37.0667,21.6333,18.34,69,0,1.3,GR,1726546194
437,muragacha,23.5333,88.4,29.78,74,100,5.03,IN,1726546195
438,kirakira,-10.4544,161.9205,28.45,79,20,2.36,SB,1726546196
439,zaterechnyy,44.7931,45.2097,21.01,57,100,7.49,RU,1726546197
440,arauco,-37.2463,-73.3175,9.21,76,100,2.02,CL,1726546198
441,margate,51.3813,1.3862,15.39,76,98,0.45,GB,1726546199
442,fallon,39.4735,-118.7774,9.93,87,100,3.09,US,1726546200
443,kuta,-8.7233,115.1723,29.97,66,20,2.06,ID,1726546202
444,raver,21.25,76.0333,26.97,68,31,3.08,IN,1726546203
445,carterville,37.7601,-89.0773,18.25,88,0,0.0,US,1726546204
446,zielona gora,51.9355,15.5064,12.23,43,10,2.67,PL,1726546205
447,antsiranana,-12.2787,49.2917,23.33,57,1,7.01,MG,1726546206
448,bathsheba,13.2167,-59.5167,28.31,78,93,3.64,BB,1726546207
449,santa rosalia,27.3167,-112.2833,25.34,53,0,3.63,MX,1726546208
450,huarmey,-10.0681,-78.1522,16.74,87,1,3.29,PE,1726546210
451,sainte-anne-des-monts,49.124,-66.4924,17.96,80,29,5.4,CA,1726546211
452,nahiyat al fuhud,30.9697,46.7228,32.08,24,0,3.12,IQ,1726546212
453,mermoz boabab,14.7065,-17.4758,25.05,87,100,2.05,SN,1726546213
454,ulaangom,49.9811,92.0667,6.37,56,99,3.7,MN,1726546214
455,okhotsk,59.3833,143.3,10.81,61,12,1.98,RU,1726546216
456,lata,40.1629,-8.3327,14.44,39,4,2.31,PT,1726546217
457,selkirk,50.1436,-96.8845,18.9,89,100,4.05,CA,1726546218
458,ash shihaniyah,25.3686,51.2264,31.97,39,0,1.02,QA,1726546219
459,dadukou,26.5479,101.7054,27.78,63,41,0.5,CN,1726546220
460,bambanglipuro,-7.95,110.2833,28.14,59,15,5.3,ID,1726546221
461,salmon arm,50.6998,-119.3024,12.4,90,48,0.99,CA,1726546222
462,la asuncion,11.0333,-63.8628,27.12,87,94,4.01,VE,1726546223
463,pasuquin,18.3328,120.6177,26.97,100,75,3.09,PH,1726546224
464,melfort,52.8667,-104.6177,15.82,47,36,3.04,CA,1726546225
465,hami,42.8,93.45,27.28,12,0,2.85,CN,1726546226
466,afif,23.9065,42.9172,28.27,17,2,2.92,SA,1726546227
467,aasiaat,68.7098,-52.8699,-3.15,90,97,1.51,GL,1726546228
468,george town,5.4112,100.3354,27.96,83,40,1.03,MY,1726546229
469,fort st. john,56.2499,-120.8529,14.67,57,86,5.06,CA,1726546230
470,barakani,-12.1356,44.4317,24.53,76,4,2.17,KM,1726546232
471,la ronge,55.1001,-105.2842,13.97,61,99,2.98,CA,1726546233
472,antrim,54.6667,-6.25,14.76,77,100,0.51,GB,1726546234
473,ust'-kulom,61.6864,53.6902,15.46,91,86,2.2,RU,1726546235
474,warman,52.3168,-106.5679,15.61,67,7,3.28,CA,1726546236
475,xudat,41.631,48.681,20.21,58,100,1.96,AZ,1726546237
476,najran,17.4924,44.1277,26.17,18,6,2.0,SA,1726546238
477,madimba,-10.4,40.3333,24.67,79,56,1.79,TZ,1726546239
478,byron bay,-28.65,153.6167,19.25,57,1,5.16,AU,1726546240
479,berber,18.0216,33.983,29.98,49,80,5.01,SD,1726546241
480,lichinga,-13.3128,35.2406,15.9,59,2,3.11,MZ,1726546242
481,takoradi,4.8845,-1.7554,23.05,93,0,3.25,GH,1726546243
482,vorgashor,67.5833,63.95,13.95,95,100,4.04,RU,1726546244
483,new kingman-butler,35.265,-114.0323,21.94,28,0,8.23,US,1726546245
484,phan thiet,10.9333,108.1,31.95,59,100,5.75,VN,1726546247
485,punta del este,-34.9667,-54.95,14.93,72,0,1.79,UY,1726546248
486,mar del plata,-38.0023,-57.5575,11.16,88,5,4.47,AR,1726546249
487,porto novo,6.4965,2.6036,24.01,91,100,2.29,BJ,1726546250
488,urucara,-2.5364,-57.76,28.21,38,83,1.17,BR,1726546251
489,kerikeri,-35.2268,173.9474,12.73,64,13,5.36,NZ,1726546252
490,port saint john's,-31.6229,29.5448,18.14,87,100,3.04,ZA,1726546253
491,turbat,26.0023,63.044,27.37,72,1,1.93,PK,1726546254
492,atar,20.5169,-13.0499,31.61,49,37,3.26,MR,1726546255
493,santa maria,-29.6842,-53.8069,11.97,94,0,2.38,BR,1726546256
494,olinda,-8.0089,-34.8553,25.85,73,40,4.63,BR,1726546257
495,mandalgovi,45.7625,106.2708,20.36,25,0,6.46,MN,1726546259
496,vung tau,10.346,107.0843,26.13,87,100,7.27,VN,1726546260
497,nouadhibou,20.931,-17.0347,20.94,88,22,7.36,MR,1726546262
498,doume,4.2333,13.45,19.64,99,99,0.99,CM,1726546263
499,lukolela,-1.0605,17.1821,21.22,95,51,1.45,CD,1726546264
500,umm kaddadah,13.6017,26.6876,27.57,53,100,1.25,SD,1726546265
501,pamandzi,-12.7967,45.2794,22.88,94,0,1.54,YT,1726546266
502,baruun-urt,46.6806,113.2792,19.82,27,95,4.97,MN,1726546267
503,batangafo,7.3008,18.2833,20.86,97,94,0.79,CF,1726546268
504,broome,42.2506,-75.833,16.67,73,100,0.45,US,1726546269
505,west bay,19.3667,-81.4167,28.92,90,14,5.62,KY,1726546270
506,rabaul,-4.1967,152.1721,28.65,71,31,2.48,PG,1726546271
507,dindima,10.2263,10.1513,23.13,87,99,1.37,NG,1726546272
508,portrush,55.1959,-6.6493,13.44,89,93,3.38,GB,1726546273
509,san rafael,-34.6177,-68.3301,16.59,26,97,3.79,AR,1726546274
510,nako,31.8814,78.627,14.47,50,34,1.86,IN,1726546275
511,bereznik,62.8551,42.7072,10.38,86,53,1.23,RU,1726546276
512,greenwood,34.1668,-82.1165,19.6,77,100,3.6,US,1726546085
513,fortuna,40.5982,-124.1573,14.96,93,100,0.45,US,1726546223
514,praia da vitoria,38.7333,-27.0667,23.75,90,100,5.06,PT,1726546280
515,pueblo,38.2545,-104.6091,18.09,59,0,1.54,US,1726546055
516,kalabo,-14.97,22.6814,18.38,27,0,2.84,ZM,1726546282
517,ambon,-3.6954,128.1814,31.08,74,40,3.6,ID,1726546283
518,pacocha,-17.5833,-71.3333,15.28,85,44,1.44,PE,1726546284
519,luanda,-8.8368,13.2343,20.89,91,76,1.12,AO,1726546285
520,lillehammer,61.1146,10.4674,8.19,98,100,1.07,NO,1726546286
521,urucui,-7.2294,-44.5561,25.07,42,0,1.58,BR,1726546287
522,callao,-12.0667,-77.15,17.07,88,75,4.63,PE,1726546288
523,keelung,25.1283,121.7419,33.86,65,0,8.86,TW,1726546289
524,levuka,50.1834,-105.4011,20.91,55,55,3.33,CA,1726546290
525,namtsy,62.7161,129.6658,8.48,45,100,5.5,RU,1726546292
526,hilo,19.7297,-155.09,26.85,83,40,0.0,US,1726546293
527,chok chai,14.7284,102.1652,30.16,100,89,4.09,TH,1726546294
528,yunguyo,-16.25,-69.0833,5.54,85,74,3.35,PE,1726546295
529,macau,22.2006,113.5461,31.85,74,20,7.2,MO,1726546296
530,bulolo,-7.2,146.65,27.43,82,44,1.3,PG,1726546297
531,tekkali,18.6167,84.2333,30.03,66,100,2.87,IN,1726546298
532,tidjikja,18.5564,-11.4271,27.63,60,72,3.78,MR,1726546299
533,kruisfontein,-34.0033,24.7314,9.49,87,0,2.27,ZA,1726546300
534,burang,30.25,81.1667,8.73,56,19,2.17,CN,1726546301
535,las trojes,14.0667,-85.9833,21.25,96,38,0.92,HN,1726546302
536,taltal,-25.4,-70.4833,13.53,88,38,2.46,CL,1726546303
537,puerto santa,-8.9906,-78.6456,15.87,89,6,2.93,PE,1726546304
538,inari,68.906,27.0288,9.76,92,100,1.94,FI,1726546305
539,port augusta,-32.5,137.7667,22.79,13,0,3.4,AU,1726546307
540,broken hill,-31.95,141.4333,19.46,21,0,2.38,AU,1726546308
541,saint-louis,16.3333,-15.0,26.62,71,100,3.44,SN,1726546309
542,dunedin,-45.8742,170.5036,5.45,79,96,3.13,NZ,1726546310
543,saint-pierre,-21.3393,55.4781,23.82,53,0,2.06,RE,1726546311
544,lago da pedra,-4.3333,-45.1667,25.04,74,13,2.79,BR,1726546312
545,fort mcmurray,56.7268,-111.381,13.33,66,100,1.71,CA,1726546040
546,hastings,50.8552,0.5729,12.21,46,64,6.21,GB,1726546314
547,lulea,65.5842,22.1547,12.04,87,0,0.0,SE,1726546315
548,kamaishi,39.2667,141.8833,26.14,63,15,1.9,JP,1726546316
549,hotan,37.0997,79.9269,24.57,24,4,3.36,CN,1726546317
550,dolinsk,47.35,142.8,20.3,53,8,2.58,RU,1726546318
551,sevastopol,44.6,33.5333,18.33,65,17,3.07,UA,1726546319
552,muisne,0.6,-80.0333,23.82,86,98,3.77,EC,1726546320
553,ambilobe,-13.2,49.05,22.03,55,0,2.12,MG,1726546321
554,khovd,48.0056,91.6419,10.78,38,0,3.92,MN,1726546322
555,mogocha,53.7333,119.7667,12.96,30,11,2.84,RU,1726546324
556,abilene,32.4487,-99.7331,27.71,66,0,5.14,US,1726546325
557,ta`u,-14.2336,-169.5144,26.84,73,73,3.19,AS,1726546326
558,gizo,-8.103,156.8419,28.11,74,23,1.85,SB,1726546327
559,bonito,-21.1211,-56.4819,16.91,67,0,1.29,BR,1726546328
560,itoman,26.1247,127.6694,29.21,91,75,10.29,JP,1726546329
561,bridgewater,44.3835,-64.5155,13.95,82,0,2.96,CA,1726546330
562,ulsteinvik,62.3432,5.8487,13.2,84,100,3.51,NO,1726546331
563,sinabang,2.4803,96.3801,25.35,91,100,2.31,ID,1726546332
564,miranda,3.2499,-76.2281,20.86,76,42,2.26,CO,1726546333
565,nacala,-14.5428,40.6728,22.64,83,0,0.83,MZ,1726546334
566,nagqu,31.5,92.0,12.06,53,7,3.26,CN,1726546335
567,bijie,27.3125,105.2942,21.71,72,100,2.28,CN,1726546336
568,hasaki,35.7333,140.8333,27.87,77,68,6.89,JP,1726546338
569,redencao,-4.2258,-38.7306,22.64,83,65,1.88,BR,1726546339
570,lianjiang,21.6467,110.2817,31.09,72,100,2.81,CN,1726546340
571,galle,6.0367,80.217,29.96,80,92,1.34,LK,1726546341
572,zaozersk,69.4005,32.4476,9.25,88,100,6.23,RU,1726546342
